,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
1097,1097,Tons of action! Raka was hilarious!,Rene G,2024-06-12,ton action aka hilarious,positivo
1098,1098,"This movie was so bad, there is no action, only 5 apes died, this movie is booty cheeks. I got. crook in every movie, but this is js not it, the plot is there but, there is literally no fighting only negotiation. i felt like i was watching jude judy nag, and was boring. I feel asleep for the first time in forever only in the first hour of this boring movie. There is just cliffhangers, and let down expenctations. The worst movie i have probably watched all year.",,2024-06-12,movie bad action ape died movie booty cheek got crook every movie j plot literally fighting negotiation felt like watching jude judy nag boring feel asleep first time forever first hour boring movie cliffhanger let expectations worst movie probably watched year,negativo
1099,1099,felt like a lot of parts of the movie were missing to cut time,AUGUSTUS C,2024-06-12,felt like lot part movie missing cut time,negativo
1300,1300,"With good stories, themes, adventures, action, this movie is a worthy continuation of their franchise and they are looking for a way to expand even more.",Jeremy R,2024-06-12,good story theme adventure action movie worthy continuation franchise looking way expand even,positivo
1301,1301,Was not what I expected,Khalil,2024-06-11,expected,neutro
1302,1302,Stayed true to the previouseffects. but can feel a little long at times. Amazing visual efrects.,Nate,2024-06-11,stayed true previouseffects feel little long time amazing visual effects,positivo
1303,1303,"I don't understand why it was necessary to have new characters. You start from scratch, it wasn't able to gain sympathy. The performances in previous movies were much stronger. Raka was the best part of this movie",,2024-06-11,dont understand necessary new character start scratch wasnt able gain sympathy performance previous movie much stronger aka best part movie,positivo
1304,1304,"No flow/choppy. Other than opening scene, no connection to previous movies. Overall, just a boring movie.",Kerry,2024-06-11,flowchoppy opening scene connection previous movie overall boring movie,negativo
1305,1305,"Really loved this film, but admittedly I am a big fan of this universe.",Eric D,2024-06-11,really loved film admittedly big fan universe,positivo
1306,1306,Overall an enjoyable film. It was good because it took you on a journey and wasn't predictable. I grew up watching the original movies and TV series so I enjoy watching the stories continue. I am interested to see if they connect it back to the originals somewhere down the line.,Glenn C,2024-06-11,overall enjoyable film good took journey wasnt predictable grew watching original movie tv series enjoy watching story continue interested see connect back original somewhere line,positivo
1307,1307,"One of the few modern movie series worth watching.
Maybe because we don't have to watch actors we dislike and instead watch CGI apes...",Chi Chi R,2024-06-11,one modern movie series worth watching maybe dont watch actor dislike instead watch cgi ape,positivo
1308,1308,Whole lot of nothing. Not even comparable to the other movies.,Brianna O,2024-06-11,whole lot nothing even comparable movie,neutro
1309,1309,"I thought this went long, forced a little rushed.  I think Ceaser was a better character than Noah at this point.  I was disappointed with the resolution of this film.  However, I did enjoy it, found some hummer in it.  Hopefully it will set up the next movie well.",Stephen L,2024-06-10,thought went long forced little rushed think ceased better character noah point disappointed resolution film however enjoy found summer hopefully set next movie well,positivo
1310,1310,"Although it doesn’t quite feel the same without Caesar, this movie is a mesmerizing epic, and should be witnessed on the big screen!",Marc B,2024-06-10,although ’ quite feel without cesar movie mesmerizing epic witnessed big screen,neutro
1311,1311,The ending was a little confusing,David,2024-06-10,ending little confusing,negativo
1312,1312,Hard to follow at times!,Dottye Rivers,2024-06-10,hard follow time,negativo
1313,1313,"Worst planet of the apes movie of the entire series. 
This film serves no purpose in the storyline.
Very disappointed I spent money at the theatre.
Wait for it to stream if you haven’t seen it.
I’m not sure what the producers and writers were thinking",Bill L,2024-06-10,worst planet ape movie entire series film self purpose storyline disappointed spent money theatre wait stream ’ seen ’ sure producer writer thinking,negativo
1314,1314,"An incredible instalment in the apes franchise and the best one by far. The amazing visuals, sound, and voice-overs combined with a stable and interesting storyline, creates this special-effects masterpiece. An absolute must see!",Max S,2024-06-10,incredible instalment ape franchise best one far amazing visuals sound voiceover combined stable interesting storyline creates specialeffects masterpiece absolute must see,positivo
1315,1315,This movie is a solid 8/10 even though some characters are not in my liking as i loved the first 3,Juszu K,2024-06-10,movie solid even though character liking loved first,positivo
1316,1316,"Wanted to like this, since I rewatched the original tv shows. The graphics in this was great. But the story was another remake of any movie. You could see what was going to happen, before it happened. My wife looked at me and wanted to know what we watched, I was confused too.",Mike F,2024-06-10,wanted like since reached original tv show graphic great story another remake movie could see going happen happened wife looked wanted know watched confused,positivo
1317,1317,This is An extremely boring movie with no action. Don’t understand how it’s been getting such great reviews. 2 hours of my life I will never get back.,Nick B,2024-06-10,extremely boring movie action ’ understand ’ getting great review hour life never get back,positivo
1318,1318,Visually incredible.  Strong character development with a solid fast paced story.  Looking forward to the next epic instalment.  Soona was my absolute favourite ape. ❤️,Sian H,2024-06-10,visually incredible strong character development solid fast paced story looking forward next epic instalment soon absolute favourite ape ❤️,positivo
1319,1319,This movie was by far the worst of all of The Planet of the Apes movies.,Annie,2024-06-10,movie far worst planet ape movie,negativo
1540,1540,APES TOGETHER!!! STRONG!!!,Angel,2024-06-10,ape together strong,positivo
1541,1541,"This was my first introduction to the Planet of the Apes series since I was just going to see a movie my brother wanted to see. Little did I know it would become a favorite of mine, regardless of me not seeing the previous films. The CGI in this film was amazing in my opinion and so very life-like that it helped immerse me into the story. Though the plot was simple for me, that didn't take away from it's great storytelling and dialogue. It was really easy to grow attachments to the characters who may not have lots of screen time. The actors all portrayed their characters phenomenally and brought the personalities to life.  All in all, solid, rewatchable movie that I've went back to see a second time in theaters!",,2024-06-10,first introduction planet ape series since going see movie brother wanted see little know would become favorite mine regardless seeing previous film cgi film amazing opinion lifeline helped immense story though plot simple didnt take away great storytelling dialogue really easy grow attachment character may lot screen time actor portrayed character phenomenal brought personality life solid rewatchable movie ive went back see second time theater,positivo
1542,1542,Great sign language,Jesús  S,2024-06-10,great sign language,positivo
1543,1543,A little slow moving,Anonymous,2024-06-09,little slow moving,neutro
1544,1544,This movie is Great. I just wish that there are just some more of the characters.,,2024-06-09,movie great wish character,positivo
1545,1545,The action was good and the storyline was excellent.,Janie,2024-06-09,action good storyline excellent,positivo
1546,1546,"Really good movie. I watched it with my college-aged son, who liked it even more than I did. Great special effects. Good script and good voiceover and acting. I can't think of one aspect of the movie that I did not like.",Dave F,2024-06-09,really good movie watched collegeaged son liked even great special effect good script good voiceover acting cant think one aspect movie like,positivo
1547,1547,"Carries on superbly from the previous trio of films, which were all great. Of course the apes are more 'human' than the humans and their characters are wonderfully rich.",,2024-06-09,carry superb previous trio film great course ape human human character wonderfully rich,positivo
1548,1548,I was expecting more. Especially after how great the Cesar Arc was so good.,Legendary R,2024-06-09,expecting especially great cesar arc good,positivo
1549,1549,Enough is done to keep it going - connection is maintained now next needs to be more of fast pace and more of story with wonder and aww of world building,Newton I,2024-06-09,enough done keep going connection maintained next need fast pace story wonder www world building,neutro
1550,1550,"The most enjoyable of these recent releases. Closer to the feel of the original movie and TV show. Could do with being 15-20 minutes shorter, but nevertheless the best of the bunch, for me. 

Everyone’s motivation made sense and the naivety of the past shone through, which is a critical component of the franchise. Pleasant surprise. The only one I’d look forward to rewatching and it’s the cheapest looking one of the bunch. Good job in front and behind the camera.",Ka M,2024-06-09,enjoyable recent release closer feel original movie tv show could minute shorter nevertheless best bunch everyone ’ motivation made sense ninety past shone critical component franchise pleasant surprise one ’ look forward reaching ’ cheapest looking one bunch good job front behind camera,positivo
1551,1551,"My rating is 9/10, Sensational, Very good, I'd recommend to all.",Julio O,2024-06-09,rating sensational good id recommend,positivo
1552,1552,Saw in 4D. did not disappoint.,Tesha B,2024-06-09,saw did disappoint,negativo
1553,1553,"Decent world building but a trite story which made little psychological sense. Felt like it was written by an 11 year old, with clunky, overwrought dialogue and sappy messaging. We came close to walking out.",Al J,2024-06-09,decent world building write story made little psychological sense felt like written year old clunky overwrought dialogue happy messaging came close walking,positivo
1554,1554,This movie was kinda slow and didn’t connect enough to the previous trilogy. It’s worth seeing but I would just tell you that.,YAYACLANLEADER2,2024-06-09,movie kinda slow ’ connect enough previous trilogy ’ worth seeing would tell,positivo
1555,1555,"Awful, left half way through. Nothing happening that was interesting.  I wasn't excited in the first place about going to see it but my husband wanted to so I thought I'd give it a try so I went. What a mistake. Even he said it was terrible but stayed, I guess hoping it would get better. I  left and went shopping.",Teresa,2024-06-09,awful left half way nothing happening interesting wasnt excited first place going see husband wanted thought id give try went mistake even said terrible stayed guess hoping would get better left went shopping,negativo
1556,1556,"Surprisingly it defends by itself. Everything is equally good. I thought it would be harder to emphasize with characters, since... he is no Ceasar, but get grasp.",,2024-06-09,surprisingly defends everything equally good thought would harder emphasize character since cesar get grasp,positivo
1557,1557,this was ok. it had so much history and not enough action.,Teresa W,2024-06-09,ok much history enough action,positivo
1558,1558,"Didn’t make sense at all. 
Before watching the movie in theaters, I wanted to recap on all the 3 other movies before , so I can get a fresh perspective again. 
Kingdom has no connections and I truly wish they stopped at “War.” 
Almost all of the main characters from the previous movies were shown once or twice and the rest were just added characters for this movie. 
The graphics are also extremely changed and don’t even look like the apes they used to be",,2024-06-09,’ make sense watching movie theater wanted recap movie get fresh perspective kingdom connection truly wish stopped “ war ” almost main character previous movie shown twice rest added character movie graphic also extremely changed ’ even look like ape used,positivo
1559,1559,"While the special effects were good, the story was rather predictable. I have enjoyed these series of titles since the initial 2011 film. However, the story didn't really seem to go anywhere but maybe to only setup the next potential set of movies.",Spavek M,2024-06-09,special effect good story rather predictable enjoyed series title since initial film however story didnt really seem go anywhere maybe setup next potential set movie,positivo
1800,1800,"I thought it was pretty good, but it felt like more of a set up movie for the next trilogy introducing important topics and characters. I haven’t seen the original movies nor do I know much of anything about the overarching story beyond what has been in the last 3 Apes movies to have come out since 2011. Overall - pretty good and I’d recommend it, but you need to have watched the other 3 movies to understand the importance of the plot.",Jim,2024-06-09,thought pretty good felt like set movie next trilogy introducing important topic character ’ seen original movie know much anything overarching story beyond last ape movie come since overall pretty good ’ recommend need watched movie understand importance plot,positivo
1801,1801,This movie was very cheesy but great and very realistic would recommend it.,Sebastian S,2024-06-09,movie cheese great realistic would recommend,positivo
1802,1802,"As far as digital effects go, this movie definitely provides some well crafted polygons. The story keeps you interested, the drama and action keep you engaged.",josh h,2024-06-09,far digital effect go movie definitely provides well crafted polygon story keep interested drama action keep engaged,positivo
1803,1803,"Wasn’t the worst movie I’ve ever seen but was far from good. Terrible plot, and very boring 2.5 hours.",Matthew F,2024-06-09,’ worst movie ’ ever seen far good terrible plot boring hour,negativo
1804,1804,"These Apes films really feel like biblical epics. This one does just the same, in this one the apes are discovering electricity and religion. (Cesars story has been manipulated with time) and Noa is a great protagonist, finding the truth and who he is. This movie is not slow, its a character and worldbuilding movie.",Diego P,2024-06-09,ape film really feel like biblical epic one one ape discovering electricity religion cesar story manipulated time noa great protagonist finding truth movie slow character worldbuilding movie,positivo
1805,1805,The storyline was engaging.  the movie was a little long but didn't drag on.,John,2024-06-08,storyline engaging movie little long didnt drag,positivo
1806,1806,"The movie goes essentially nowhere.  The special effects were pretty decent, the only human actress did well but was never given anything substantial to say or do.  I don’t even remember most of the characters names because none of them were developed at all.",jiggy b,2024-06-08,movie go essentially nowhere special effect pretty decent human actress well never given anything substantial say ’ even remember character name none developed,negativo
1807,1807,Excellent movie with great story line and the cinematography was incredible.  also the ending was excellent too.  Go see it.,Frank,2024-06-08,excellent movie great story line cinematography incredible also ending excellent go see,positivo
1808,1808,"This movie was pretty amazing! This was a reboot done right, just like the previous three films!",Jacob W,2024-06-08,movie pretty amazing reboot done right like previous three film,positivo
1809,1809,"Wow! What a majestic and beautiful film. This is restarts the reboot franchise again and in the perfect direction. This movie is not even close to a dip in quality from the Ceaser trilogy. The film is a coming of age, growing up, adventure film that has some of the most profound drama this year as well as some of the most kickbut action of this year. The film sets up lots of ambition for later installments and rightfully so. I saw this in IMAX and the visual effects were fantastic and on a different level. This film is a great continuation that is really emotional and clever, filled with lots of thematic elements. But this film also is original and creative, making it a standout in the entire franchise. The performances are great, as well as the writing. The film is also very cinematic and quite the experience. You must see this film for yourself. It is a great introduction to the series or continuation. What a Wonderful Day!",Davud M,2024-06-08,wow majestic beautiful film restart reboot franchise perfect direction movie even close dip quality ceased trilogy film coming age growing adventure film profound drama year well kickbox action year film set lot ambition later installment rightfully saw max visual effect fantastic different level film great continuation really emotional clever filled lot thematic element film also original creative making standout entire franchise performance great well writing film also cinematic quite experience must see film great introduction series continuation wonderful day,positivo
1810,1810,A little slow at time,Va,2024-06-08,little slow time,neutro
1811,1811,"While it had great visuals effects, the plot was boring and I almost fall asleep while watching the movie, I just can't recommend it.",,2024-06-08,great visuals effect plot boring almost fall asleep watching movie cant recommend,positivo
1812,1812,Horrible movie from top to bottom. Complete waste of my time. My son and I both were falling asleep out of bordem!!,Kenny,2024-06-08,horrible movie top bottom complete waste time son falling asleep border,negativo
1813,1813,"""WHAT A WONDERFUL MOVIE!:",Bradley C,2024-06-08,wonderful movie,positivo
1814,1814,"I'm not much of a fan of this series, but this movie was well made and the story was so compelliing that it just pulls you in and makes you care about whats happening.",Jason  M,2024-06-08,im much fan series movie well made story compelling pull make care whats happening,positivo
1815,1815,"No es una mala película pero claramente es muy inferior a las anteriores

Una trama confusa y mal desarrollada, lenta al principio que mejora al final

Buenos efectos especiales",Mccuak L,2024-06-08,bad movie clearly much lower previous one confused poorly developed plot slow beginning improves end good special effect,positivo
1816,1816,"The special effects and action scenes are amazing as always and Wes Ball direction is also incredible and dynamic, though the script will let down at times and the story will let wonder why is the villain considered... well... a villain? There is no doubt that they tried to shoehorne both out of place and out of character scenes from Proximus's army and himself purely for shock value as they made him too reasonable and enjoyable in almost every scene he is in.",NiB Y,2024-06-08,special effect action scene amazing always wes ball direction also incredible dynamic though script let time story let wonder villain considered well villain doubt tried shoehorne place character scene proximuss army purely shock value made reasonable enjoyable almost every scene,positivo
1817,1817,"The move was honestly horrible, no where near as good as the last 3 films, the plot made absolutely no sense and the characters were simply boring, including the villain, don’t waste your money on this movie",Dylan  F,2024-06-08,move honestly horrible near good last film plot made absolutely sense character simply boring including villain ’ waste money movie,negativo
1818,1818,"As someone who's never seen an apes movie - this was completely unwatchable & I left around 45 minutes in. Characters were uninteresting, dialogue like a stereotypical caveman, no interesting world building. Once the plot actually hit it seemed like a typical medieval revenge story that could have worked better without the apes, but has also been done to death. If this is your first apes movie, just don't.",Matthew L,2024-06-08,someone who never seen ape movie completely unwatchable left around minute character uninteresting dialogue like stereotypical baseman interesting world building plot actually hit seemed like typical medieval revenge story could worked better without ape also done death first ape movie dont,positivo
1819,1819,Very disjointed movie. I could not follow the storyline. A few epic moments. The rest is boring. I am a Planet of the Apes fan and I did not like this movie.,Kandy A,2024-06-08,disjointed movie could follow storyline epic moment rest boring planet ape fan like movie,positivo
2080,2080,I believe Wes Ball is giving us such an expanding and tremendous begining of a new legacy of the entire Planet of the Apes Franchise besides the Andy Serkis trilogy with these amazing new characters with this amazing storyline that I just can't describe how amazing this film turn out to be and having Wes Ball in the action.,NTnoah T,2024-06-08,believe wes ball giving u expanding tremendous beginning new legacy entire planet ape franchise besides andy series trilogy amazing new character amazing storyline cant describe amazing film turn wes ball action,positivo
2081,2081,Special effects could be better. Voices were strange.,Kimberly,2024-06-08,special effect could better voice strange,positivo
2082,2082,"Great movie not bad at all 
Problem is I thought this would finish off the planet of ape series",master g,2024-06-08,great movie bad problem thought would finish planet ape series,negativo
2083,2083,The movie very good the acting was awesome the effects great.  Hope there will be a sequel.,solomon,2024-06-08,movie good acting awesome effect great hope sequel,positivo
2084,2084,Really great follow up to the Rise/Dawn/War trilogy.,Kyle M,2024-06-08,really great follow risedawnwar trilogy,positivo
2085,2085,"Great movie. People expect for the same story line, but that’s how movies get boring. Great graphic, awesome director. Over all great movie",Kimberly,2024-06-08,great movie people expect story line ’ movie get boring great graphic awesome director great movie,positivo
2086,2086,Awesome movie. CGI was absolutely incredible.  Great story as well! Go watch if you have not already!,Kyle S,2024-06-08,awesome movie cgi absolutely incredible great story well go watch already,positivo
2087,2087,apes together strong,Griffin G,2024-06-08,ape together strong,positivo
2088,2088,The plot was thin and didnt transport me anywhere. I guess apes and mankind cant coexist because humans are destructive.,Angelo,2024-06-08,plot thin didnt transport anywhere guess ape mankind cant coexist human destructive,positivo
2089,2089,Excellent graphics! Quality CGI! The details live on the story quality!,Devin,2024-06-08,excellent graphic quality cgi detail live story quality,positivo
2090,2090,Keep going like this,mohamed a,2024-06-07,keep going like,positivo
2091,2091,"Certainly a weaker story than the last 3 movies of the new era, but a strong start to what could be another great trilogy. 

Where I find this movie lacking is with the use of the character Mae. She doesn't have much of an arc, and its hard to tell how she will be impacted by the events of this movie. 

This movie is a great story of Noa rising to be the leader he needs to be. Unfortunately they portray the rest of his clan as weak, uninspired losers that need to be lead to be useful. I think they could have shown Noa being a strong character without making the rest of the clan look weak.

There is also a moment where water flows up (once you watch the movie you'll know what I'm talking about). The water CGI is amazing, but a physics check was needed.",Ben B,2024-06-07,certainly weaker story last movie new era strong start could another great trilogy find movie lacking use character mae doesnt much arc hard tell impacted event movie movie great story noa rising leader need unfortunately portray rest clan weak inspired loser need lead useful think could shown noa strong character without making rest clan look weak also moment water flow watch movie you know im talking water cgi amazing physics check needed,positivo
2092,2092,Clean family type movie with good characters that kept my interest from start to finish,Eyelean,2024-06-07,clean family type movie good character kept interest start finish,positivo
2093,2093,I was worried coming in that these would not live up to the original 3 that Matt Reves did. I should not of been worried because this movie was amazing. It had everything it needed and touched on Cesars legacy perfectly but did not linger on that. My favorite part is even after all this time it shows that Cesars message still stand but its interpited so many different ways amongst so many different apes and there groups. Everything was just perfect.,Cody T,2024-06-07,worried coming would live original matt ref worried movie amazing everything needed touched cesar legacy perfectly linger favorite part even time show cesar message still stand interested many different way amongst many different ape group everything perfect,positivo
2094,2094,The movie was the best and it fits perfect with the other movies!,Derk Z,2024-06-07,movie best fit perfect movie,positivo
2095,2095,Immediately one of my all time favorite movies. It could have been a 4 hr movie and I would have left wanting more.,Kade B,2024-06-07,immediately one time favorite movie could hr movie would left wanting,positivo
2096,2096,"Could use more actions and humans, no suspense or excitement really",Joshua H,2024-06-07,could use action human suspense excitement really,positivo
2097,2097,The movie was childish. They tried to reach more audiences and it made the movie boring. Could of used more action and maybe more humans,Phoenix M,2024-06-07,movie childish tried reach audience made movie boring could used action maybe human,negativo
2098,2098,"Good story, almost realistic.",Cary,2024-06-07,good story almost realistic,positivo
2099,2099,good and lot of referenced to the original movies from the 70s,david,2024-06-07,good lot referenced original movie,positivo
2380,2380,A bit slow. But over all it was good. Not worth watching at the theater.,Maria,2024-06-07,bit slow good worth watching theater,positivo
2381,2381,"The first hour of the movie is honestly boring. For such a slow paced first and second act, they seem to have no time to develop the story, the characters, and to present a convincing world to us. For all we know, there could be plenty of ""talking humans"" just around the corner.
It looks so weird how apes do their thing above the ruins of our world, yet get surprised when they enter the human facility.
The ending is supposed to leave us waiting for a big sequel, but, dramatic and in-crescendo music aside, really nothing happened. On one hand, Noah took her girlfriend to look into the telescope (???). On the other hand, the girl gathered with the rest of the humans, and gave them a device to use a satellite and get in touch with other humans that we know nothing about: for all we know, it could be just a dozen lonely starving guys on the other side.
Also, the girl is a mass murderer and no one bats an eye.",Germán M,2024-06-07,first hour movie honestly boring slow paced first second act seem time develop story character present convincing world u know could plenty talking human around corner look weird ape thing ruin world yet get surprised enter human facility ending supposed leave u waiting big sequel dramatic increscendo music aside really nothing happened one hand noah took girlfriend look telescope hand girl gathered rest human gave device use satellite get touch human know nothing know could dozen lonely starving guy side also girl mass murderer one bat eye,negativo
2382,2382,AMAZING START TO THE NEW TRILOGY,Jayden,2024-06-06,amazing start new trilogy,positivo
2383,2383,"There were quite a few confusing moments where I thought I had missed something in the previous movies. The opening scene absolutely threw me for a loop, and was quite unexpected.

Hearing ""For Caeser"" .. but clearly, Caesar is no longer ... speaking of Caeser, the fact that Raka kept him burning like an eternal flame, generations later, is WILD. I guess Raka couldn't let him go.

To have the birds finally listen to Noa, what an ending. He didn't need any bird eggs or ceremony after all.

The theatrics and cinematography gave us good viewing.",Chantel B,2024-06-06,quite confusing moment thought missed something previous movie opening scene absolutely threw loop quite unexpected hearing case clearly cesar longer speaking case fact aka kept burning like eternal flame generation later wild guess aka couldnt let go bird finally listen noa ending didnt need bird egg ceremony theatrical cinematography gave u good viewing,positivo
2384,2384,Too removed from original.,JoAnne W,2024-06-06,removed original,positivo
2385,2385,Best Planets of the apes movie yet in my Opinion.,Alberto O,2024-06-06,best planet ape movie yet opinion,positivo
2386,2386,It was a good movie but some moments felt a little tedious or even boring to watch since some parts happened extremely slowly and others seemed to go by super fast but knew how to adapt the concept of the first one well and make it not so strange to see this sequel,Heyboom T,2024-06-06,good movie moment felt little tedious even boring watch since part happened extremely slowly others seemed go super fast knew adapt concept first one well make strange see sequel,positivo
2387,2387,Actually enjoyable and very interesting way to build a of viewing in the characters.,Plasma D,2024-06-06,actually enjoyable interesting way build viewing character,positivo
2388,2388,"I love this movie, it's very intertaining.  An excellent production!",Google,2024-06-06,love movie entertaining excellent production,positivo
2389,2389,"🍅 8.5/10


I went to the front counter and said my Mima here from Tennessee and she’s here to see the apes. dude they need to make a video game because this movie looks amazing. Kinda like Dune 2 where everything looks believable, the environments are vibrant and feel big, especially in a theater. There is a bit of weird structure at points And I would’ve liked to see a little more of Proxim. but The series continues to be an amazing showcase of incredible effects, visuals action that doesn’t skip on characters depth or story. Kingdom is definitely a worthy continuation for the series. Grade A-",Gorptholemew  T,2024-06-06,🍅 went front counter said mma tennessee ’ see ape dude need make video game movie look amazing kinda like dune everything look believable environment vibrant feel big especially theater bit weird structure point would ’ liked see little profit series continues amazing showcase incredible effect visuals action ’ skip character depth story kingdom definitely worthy continuation series grade,positivo
2390,2390,Please refund me the entire amount. There was no sound during the movie and I had to go watch a different one.,JW,2024-06-06,please refund entire amount sound movie go watch different one,positivo
2391,2391,Horrible wish I can get my money back loud and can’t even hear the movie,mark,2024-06-06,horrible wish get money back loud ’ even hear movie,negativo
2392,2392,A little slow starting. But it was enjoyable all around.,Tim S,2024-06-06,little slow starting enjoyable around,positivo
2393,2393,"The pacing was all over the place, the story was weak, no emotional connection to characters, and the runtime was atrocious. I love the Ape movies and was hopeful but left feeling like I got punched in the gut.",Solomon M,2024-06-05,pacing place story weak emotional connection character runtime atrocious love ape movie hopeful left feeling like got punched gut,positivo
2394,2394,"Started off great and was fantastic for most of the movie. The relationship of the apes clan was extremely touching. Kind of got confusing towards the end with the girl knowing exactly where to find some secret tape hidden in an impenetrable massive fortress. Other than that, very enjoyable. Raka was awesome!!!",Robert H,2024-06-05,started great fantastic movie relationship ape clan extremely touching kind got confusing towards end girl knowing exactly find secret tape hidden impenetrable massive fortress enjoyable aka awesome,positivo
2395,2395,Great addition to the movie franchise. I look forward to the next one.,Mary J,2024-06-05,great addition movie franchise look forward next one,positivo
2396,2396,"It was good, however, the movie could have been shorter as there were some scenes that dragged.",Sherri W,2024-06-05,good however movie could shorter scene dragged,positivo
2397,2397,The storyline was weak and the we thought the movie was a little too long.,Enrique T,2024-06-05,storyline weak thought movie little long,negativo
2398,2398,"Esse filme é uma nova era da franquia. Não deveria ter sido divulgado como uma continuação. Desconectou totalmente com o estilo dos filmes anteriores, mais lento, sem grandes cenas de ação.",Iane M,2024-06-05,movie new era franchise disclosed continuation completely disconnected style previous slower movie without major action scene,neutro
2399,2399,"First apes movie I’ve seen, I found it very slow and quiet with characters I couldn’t relate to.  There were continuity errors like the speaking style of the apes changing suddenly, heavy exposition, wooden unlikable human characters.  Atmosphere was nice, CGI was wonderfully done and the concepts were unique compared to what we’ve been given these past years - this doesn’t make a great film to me.",Carson H,2024-06-05,first ape movie ’ seen found slow quiet character ’ relate continuity error like speaking style ape changing suddenly heavy exposition wooden unlikable human character atmosphere nice cgi wonderfully done concept unique compared ’ given past year ’ make great film,positivo
2700,2700,"I really love it. If you liked all previous movies of Apes, you definitely need to watch it.",Nika M,2024-06-05,really love liked previous movie ape definitely need watch,positivo
2701,2701,"I've seen all the Planet of the Apes movies, and this is the best one! It-s a definite must see.",Christy,2024-06-05,ive seen planet ape movie best one definite must see,positivo
2702,2702,"Awesome visual effects, great new characters. Bring on the next one!",Jeremy H,2024-06-05,awesome visual effect great new character bring next one,positivo
2703,2703,"I just want to know where the gun went. One second she was clasping the trigger ready to kill our sweet Noah and the next she was holding his bracelet with both hands.  

Also, who was ceaser?",Big M,2024-06-05,want know gun went one second clashing trigger ready kill sweet noah next holding bracelet hand also ceased,positivo
2704,2704,"Whoever edited this movie did a poor job. It could've been at least 30-40 minutes shorter. On top of that, it was pretty dull. Didn't have anything new to say. I was bored.",,2024-06-05,whoever edited movie poor job could least minute shorter top pretty dull didnt anything new say bored,negativo
2705,2705,"Definitely the weakest movie in the genre and the dramatic pass over multiple generations was not a good idea in my opinion. However, it still preserves that power of asking hard ethical questions which is the strongest part of all series.",Cem Y,2024-06-05,definitely weakest movie genre dramatic pas multiple generation good idea opinion however still preserve power asking hard ethical question strongest part series,positivo
2706,2706,As shallow as anything Disney has made lately. A big letdown after the Caesar Trilogy.,Daniel,2024-06-05,shallow anything disney made lately big meltdown cesar trilogy,neutro
2707,2707,Interesting continuation to the saga. Great cinematography. Perhaps a little too long at 2:25.,Normandy,2024-06-05,interesting continuation saga great cinematography perhaps little long,positivo
2708,2708,the beginning dragged a little bit but other than that it was really good,David,2024-06-05,beginning dragged little bit really good,positivo
2709,2709,"It built on prior stories/movies, but was it own story. The way it ended there can be more. It was very entertaining. A lot of action.",Lori,2024-06-05,built prior storiesmovies story way ended entertaining lot action,positivo
2710,2710,Overall a different spin for the Planet of the Apes but good the graphics were amazing,Mark R,2024-06-05,overall different spin planet ape good graphic amazing,positivo
2711,2711,Just how everything was clear you left it open for another MOVIE,TerraLynne,2024-06-04,everything clear left open another movie,positivo
2712,2712,Super boring.  Very weak story line.  No characters to get invested in.  This could kill the franchise.,David  H,2024-06-04,super boring weak story line character get invested could kill franchise,negativo
2713,2713,"Great actors, drama, scenery, screenplay, etc!",Robert,2024-06-04,great actor drama scenery screenplay etc,positivo
2714,2714,I didn't understand it at all,Bruce J,2024-06-04,didnt understand,neutro
2715,2715,It starts slow but the once the action starts it’s a roller coaster ride to the movies climax. It has hints back to the original movie.,Chris S,2024-06-04,start slow action start ’ roller coaster ride movie climax hint back original movie,positivo
2716,2716,This is by far the worst of any of the planet of  the apes movies.   They should never have killed Caesar,Jim,2024-06-04,far worst planet ape movie never killed cesar,negativo
2717,2717,Action packed and well done!,Debbie L,2024-06-04,action packed well done,positivo
2718,2718,"An amazing continuation of the last film/Trilogy with the theme of the film being about legacy and how legends words can be used rather than their words are flipped and twist or passed on to the next generation and used make difference and peace between different species (Humans And Apes). Noa is my favorite character in the film and a worthy new protagonist of the rebooted films (POTA Franchise/Cesar Trilogy), but then again, Noa is no Cesar. Noa is unsure of himself, doubting his himself as well & distrusting. Promixus Cesar is an amazing villain he doesn't surpass Koba, but he is good and unique, and he even makes a point to Noa that humans can not be trusted, and that point was proven With Mae Betrayal Of Noa. Raka got the most laughs out of me, and he's the last of the remaining apes of Cesar's Ape Society, also explaining a little to Noa about who Cesar was and what has done for apes.",Robert,2024-06-04,amazing continuation last filmtrilogy theme film legacy legend word used rather word flipped twist passed next generation used make difference peace different species human ape noa favorite character film worthy new protagonist reported film nota franchisecesar trilogy noa cesar noa unsure doubting well disgusting promises cesar amazing villain doesnt surpass koda good unique even make point noa human trusted point proven mae betrayal noa aka got laugh he last remaining ape cesar ape society also explaining little noa cesar done ape,positivo
2719,2719,Great movie. I hope they make more,Marcelino,2024-06-04,great movie hope make,positivo
3040,3040,I never expect a lot from the Ape series since the first one but this one actually reeked.   Terrible writing and worse acting.,Billy R,2024-06-04,never expect lot ape series since first one one actually needed terrible writing worse acting,negativo
3041,3041,This movie was hard to sit through. So boring and nothing really happened. It didn’t make sense.,,2024-06-04,movie hard sit boring nothing really happened ’ make sense,negativo
