,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
1655,1655,[SPOILER ALERT: This review contains spoilers.],arcade,2024-04-19,spoiler alert review contains spoiler,positivo
1656,1656,"graphic: 11  Music: 11 Combat system: 9 Character; 12! Story: 9
 Mini game: 8 Total:10
Yes, there are some flaws, but totally this game is fantastic.",Kanton,2024-04-19,graphic music combat system character story mini game total yes flaw totally game fantastic,positivo
1657,1657,"FF7 Rebirth is  perfect. Its the perfect blend of the original and nnew content. I absolutely love the open world, music  graphics and    the  voice acting. It is far better than Remake",LouisJ,2024-04-19,ff rebirth perfect perfect blend original new content absolutely love open world music graphic voice acting far better remake,positivo
1658,1658,"The world building, the story, the characters are everything I want in an adventure. This game **** you in. I haven't found a mini game I don't like either.",Lucasraccio,2024-04-19,world building story character everything want adventure game havent found mini game dont like either,positivo
1659,1659,"I don't know why Sony/SquareEnix keep insisting that tons of repetitive side quests, all marked on the map, is a good idea. It's ABYSMAL gameplay design.",stugorna,2024-04-18,dont know sonysquareenix keep insisting ton repetitive side quest marked map good idea absmag gameplay design,positivo
1660,1660,"I'm really proud of what the square enix team was able to achieve with this game. It probably is one of the best FF games they have made in awhile and I have played a majority of them. This game involves amazing character driven narratives, fantastic fighting mechanics, true open world exploration, and new exciting content for old fans that can be really hard to do well in a remake of an old RPG game. It's unique and new but stays true to the OG PlayStation One FF7 we all know and love. From start to finish it is easy to get entangled into the massive world they created. All of the side quests and mini-games are so entertaining it makes you want to complete everything and platinum the game. There is so much to discover in the world map and you can tell how much meticulous detail is in everything that it is pretty amazing to explore. I remember wanting to take my time to do everything whereas in FF15 and FF16 it felt sort of tedious at times. The real strength of this game is how they really fleshed out the story and motives behind the characters so you feel more connected to them and more immersed into the FF7 story. Not only that, but also adding to the old story and bringing forth new exciting content fans haven't seen or were not expecting before.",LuckyPennyBenny,2024-04-18,im really proud square enix team able achieve game probably one best ff game made awhile played majority game involves amazing character driven narrative fantastic fighting mechanic true open world exploration new exciting content old fan really hard well remake old rpg game unique new stay true og playstation one ff know love start finish easy get entangled massive world created side quest minigames entertaining make want complete everything platinum game much discover world map tell much meticulous detail everything pretty amazing explore remember wanting take time everything whereas ff ff felt sort tedious time real strength game really fleshed story motif behind character feel connected immersed ff story also adding old story bringing forth new exciting content fan havent seen expecting,positivo
1661,1661,"Coming from old school Chronotrigger to FF7 so far im not very impressed. I'm still playing the game so this review is pending.
The Good:
Graphics and FX are superb, they really did a good job in detail and capturing the world of FF. I like that they left the option for classic battle vs the hack n slash of today games.
The Bad: 
Too many mini games and useless quests, basically time fillers.
Too many options for upgrading and leveling to the point of unnecessary confusion. Adding various timelines and such just makes a mess of any story (Honestly Chronotrigger was the only game that pulled it off, because they kept it simple), dont care much for the additional timeline stuff. I'll try to keeping going and update as I get closer to finishing the game. Also, the game has a less serious tone about it now, feels almost kiddish like im watching a cheesy anime.",Sykotik,2024-04-18,coming old school chronotrigger ff far im impressed im still playing game review pending good graphic fx superb really good job detail capturing world ff like left option classic battle v hack n slash today game bad many mini game useless quest basically time filler many option upgrading leveling point unnecessary confusion adding various timeline make mess story honestly chronotrigger game pulled kept simple dont care much additional timeline stuff ill try keeping going update get closer finishing game also game le serious tone feel almost reddish like im watching cheese anime,positivo
1662,1662,"Long term gamer. It's among the best games I've played. As an old school FF fan, one who played the first one at release, I'm thankful this came out as I didn't think highly of 13 or 15, 16 wasn't much of an RPG, and 12 had severed flaws. It's been decades since the last good Final Fantasy. 
This was great right out of the gate, and right up until the end. There are some slight annoyances at times, but those are mostly related to going for platinum. The story is extremely good, the fighting is the best of any FF game, and all the other stuff like music etc is outstanding. The weakest area is probably the actual RPG element of it, but the rest of the game is strong enough to look over that (in the same way the fighting would be the worst of the Witcher games, but the rest of it was strong enough to not matter).
It seems they've taken the best of what they've attempted with the last few games, and put it together. I hope they just slightly tweak the formula for the last one.
Also: Yea it's undoubtedly my goty. Maybe of the decade. The last game enjoyed this much from start to finish was Red Dead Redemption2.",seel,2024-04-18,long term gamer among best game ive played old school ff fan one played first one release im thankful came didnt think highly wasnt much rpg severed flaw decade since last good final fantasy great right gate right end slight annoyance time mostly related going platinum story extremely good fighting best ff game stuff like music etc outstanding weakest area probably actual rpg element rest game strong enough look way fighting would worst pitcher game rest strong enough matter seems theyre taken best theyre attempted last game put together hope slightly tweak formula last one also yea undoubtedly got maybe decade last game enjoyed much start finish red dead redemption,positivo
1663,1663,"Is the game truly perfect? Of course not, no game is. 

Is it insanely ambitious, incredibly charming, and unparalleled value for your money? 100%. I was in awe most of the game at just how much high quality content they packed into this game, a sequel. 

This is what AAA is supposed to be, and this is one of the best AAA games of the past decade hands down. It's the best thing Square-Enix has made in decades.",mistahroth,2024-04-18,game truly perfect course game instantly ambitious incredibly charming unparalleled value money awe game much high quality content packed game sequel aaa supposed one best aaa game past decade hand best thing squareenix made decade,positivo
1664,1664,"It’s my GOTY of 2024 so far. it exceeded my expectation. I was disappointed in FF7 remake, but rebirth got huge improvements. Combat system is so fun, characters were beloved. It’s definitely masterpiece.",Sansan,2024-04-18,’ got far exceeded expectation disappointed ff remake rebirth got huge improvement combat system fun character beloved ’ definitely masterpiece,positivo
1665,1665,FF7 is a phenomenal game. I laughed and cried a lot. I have never experienced such an emotional feeling through video game. I highly recommend this game.,KTTa,2024-04-18,ff phenomenal game laughed cried lot never experienced emotional feeling video game highly recommend game,positivo
1666,1666,[SPOILER ALERT: This review contains spoilers.],vhdrv,2024-04-18,spoiler alert review contains spoiler,positivo
1667,1667,"First GOTY contender of 2024. It’s not a perfect game, but it’s amazing at what it’s good at, and provides tons of content. What an experience.",Nathaniel_Wu,2024-04-18,first got contender ’ perfect game ’ amazing ’ good provides ton content experience,positivo
1668,1668,Final Fantasy VII Rebirth is the best jrpg I’ve played last 20 years ，the graphics、music、gamplay are all great 。 the story  of Final Fantasy VII Rebirth is re acted with so much detail 。i love this game，and can’t wait to play the third part。,yanycloud,2024-04-18,final fantasy vii rebirth best rpg ’ played last year ，the graphics、music、gameplay great 。 story final fantasy vii rebirth acted much detail 。i love game，and ’ wait play third part。,positivo
1669,1669,"This game broke my heart into a million pieces, stamped on it, and then put it back together again. 10/10 would recommend.",Plumose,2024-04-17,game broke heart million piece stamped put back together would recommend,positivo
1670,1670,"Estamos ante la mayor obra creada nunca por SquareEnix. Si me dicen que SquareSoft ha vuelto, me lo creo. Antes de nada, dar mi enhorabuena a los programadores. El juego tiene de todo y para todos, yo por lo menos no he notado ningún bug y eso que es un mapa enorme, y es sin duda el Final Fantasy definitivo que combina a la perfección sus puntos fuertes, creando una personalidad propia y arrollante que te hace no despegarte del mando. Una pena que el primer Remake fuera un pasillo, menuda ocasión malgastada para mostrarnos Midgar.

Con FF VII Rebirth, han aprendido de sus errores pasados y nos han traído un juego que te devuelve a la niñez. ¿Qué es un poco infantil? El original también lo era, pero ahora la mayoría ya no tienen pelo y tienen una familia. Un juego debe ser para todos los públicos, y estoy seguro que la nueva juventud que pruebe este juego, estará sintiendo lo que sentimos todos cuando jugamos al original. Si a eso le sumamos que a los que ya tenemos una edad nos evoca de nuevo ese sentimiento, solo podemos decir que los creadores del juego han logrado lo que buscaban, y era un juego para gustar a todos, hayas jugado al original o no.

Para mí, solo detrás del RDR2 en cuanto a los mejores juegos que haya jugado. Con ganas de la última parte, y quien sabe, de un futuro IX Remake. Si siguen el nivel de este juego, y se olvidan del primer Remake y del XVI, SquareEnix se va a comer a todas las demás empresas. ¡Ha vuelto el JRPG señores!",bladelezo,2024-04-17,facing greatest work ever created squareenixif tell squaresoft returned believe first give congratulations programmersthe game everything everyone noticed bug huge map undoubtedly make take command pity first remake corridor wasteful occasion show u midway ff vii rebirth learned past mistake brought u game return childhoodwhat bit childishthe original also hair family game must audience sure new youth try game feeling feel play original add already age evokes feeling say creator game achieved looking game like everyone played original behind rdr regarding best game playedeager last part know future ix remake follow level game forget first remake xvi squareenix eat companiesthe rpg returned gentleman,positivo
1671,1671,"100 percent my game of the year. The story and characters are amazing, and I highly recommend them for anyone who wants to enjoy a fun, action-packed JRPG. I would recommend anyone who wants to play Rebirth to play Remake and Crisis Core to understand the story.",Chrisnidas,2024-04-17,percent game year story character amazing highly recommend anyone want enjoy fun actionpacked rpg would recommend anyone want play rebirth play remake crisis core understand story,positivo
1672,1672,"Not Just ""Game of The Year"" I dear say ""Game Of This Generation""  even of all time. Simply a masterpiece **** from all aspects big and small CGI to Game Mechanics, Sound Design to Backgrounds, Story to Characters it has it all and alot of it too.

It's not just a game it's a life changing experience and journey if you don't believe me try it for yourself you won't be despointed.",,2024-04-17,game year dear say game generation even time simply masterpiece aspect big small cgi game mechanic sound design background story character alot game life changing experience journey dont believe try wont disjointed,positivo
1673,1673,"Amazing characters and character growth, level design exceeding expectation, the story telling top tier with a perfect blending of relaxing chats and epic action and a peak climax truly a game for everyone to experience a 10/10",Celiske,2024-04-17,amazing character character growth level design exceeding expectation story telling top tier perfect blending relaxing chat epic action peak climax truly game everyone experience,positivo
1674,1674,"All of the Ubisoft filler is bad game design. They did not need to do that the game was long enough already. Adding 30 hours of nonsense gameplay is just ridiculous. Also, they had the opportunity to change the story and they just kept it 98% the same. Why? Do something interesting...",ElevatorDreams,2024-04-17,ubisoft filler bad game design need game long enough already adding hour nonsense gameplay ridiculous also opportunity change story kept something interesting,negativo
1675,1675,"The character writing is out of this world in the game. Graphics are breathtaking. Game play is great. There are changes from the original, but this is a fun retelling of that game",johnisthelala,2024-04-16,character writing world game graphic breathtaking game play great change original fun retelling game,positivo
1676,1676,"In the realm of leisurely pursuits, immersing yourself in Final Fantasy VII Rebirth is akin to indulging in a lavish ""all-you-can-eat"" buffet, brimming with nostalgic delights from the 1990s, each infused with a captivating twist. What's truly remarkable is that even after feasting on its offerings for over 150 hours, you'll likely find yourself craving more. A true masterpiece, it boasts incredible gameplay and a story that resonates deeply with the hearts of many gamers.",dopeham,2024-04-16,realm leisure pursuit immersion final fantasy vii rebirth akin insulting lavish allyoucaneat buffet trimming nostalgic delight infused captivating twist whats truly remarkable even fasting offering hour you likely find craving true masterpiece boast incredible gameplay story resonate deeply heart many gamers,positivo
1677,1677,Un rêve se réalise c'est simplement un magnifique voyage et une expérience d'une grande richesse,Arawn,2024-04-16,dream come true simply magnificent journey experience great wealth,positivo
1678,1678,"This game is fantastic! It's a love letter to the first game. The world building is fantastic, music is superb and gameplay is just fire. Yet again, secondary content is mixed tbh. It can feel like a chore and is very repetitive. Also, most side quest are uninteresting but what is really annoying are the mini games. Mini games break the overall pacing of the game and most of them are dull. Some of them can be VERY HARD also. 
Overall a fantastic experience, the main story is spectacular and true to the original until the end which is again convulted and leaves a lot of doubts that will have to be solved on the next installment.",RedDragon,2024-04-16,game fantastic love letter first game world building fantastic music superb gameplay fire yet secondary content mixed th feel like core repetitive also side quest uninteresting really annoying mini game mini game break overall pacing game dull hard also overall fantastic experience main story spectacular true original end consulted leaf lot doubt solved next installment,positivo
1679,1679,"It's wonderful. It has sooo much heart in it, it is truly amazing how much love Square put into this game. The setting, the music, the characters and the whole universe screams for GOTY. I hope that Part 3 will bring the same energy and love, that Rebirth has.",Ma,2024-04-16,wonderful soon much heart truly amazing much love square put game setting music character whole universe scream got hope part bring energy love rebirth,positivo
1680,1680,"This is a masterpiece.
Sakaguchi, the creator of Final Fantasy, once said that Final Fantasy was a toy box, and this is the embodiment of that with today's state-of-the-art technology.
It reminded me of how I felt playing Final Fantasy as a boy.",yamacritic,2024-04-16,masterpiece sakaguchi creator final fantasy said final fantasy toy box embodiment today stateoftheart technology reminded felt playing final fantasy boy,positivo
1681,1681,"Final Fantasy VII has been legendary since the first PlayStation generation, and this remake is one of the best remakes I've seen in recent years.",SUGATA,2024-04-16,final fantasy vii legendary since first playstation generation remake one best remake ive seen recent year,positivo
1682,1682,"This game was one of the best ff journeys and character development I experienced in 20 years, combat and music and the huge amount of content is just amazing!",dl_sep,2024-04-16,game one best ff journey character development experienced year combat music huge amount content amazing,positivo
1683,1683,Excelente continuação! A ambientação de mundo ficou muito boa. Os detalhes às histórias de cada personagem foram muito bem feitos. O sistema de combate mais aprimorado com diversas possibilidades.,Glenn_SM,2024-04-15,excellent continuationthe world setting goodbye detail story character well madethe enhanced combat system various possibility,positivo
1684,1684,"Traversal is back like the good old SNES/PS1 era! This is what we were waiting for, this is the best FF since FFX.",Emadwolf,2024-04-15,reversal back like good old steps era waiting best ff since ffx,positivo
1685,1685,"It’s the Greatest game  on the newer systems.

A truly masterful remake and a sequel at the same time.

It’s like goning from the great movie“terminator”

To on of the best movies of all time, “terminator 2:judgment day”

Fun fact: the og ff7 was a bit inspired by that film :)",Salehmohmad,2024-03-03,’ greatest game newer system truly masterful remake sequel time ’ like going great movie “ terminator ” best movie time “ terminator judgment day ” fun fact og ff bit inspired film,positivo
1686,1686,"Playing this game felt like reuniting with long-lost friends. It was as if they had never left, brimming with the same charm and fun I remembered, yet they also brought new depth with their stories. They shared tales of quirks, errors, and moments of melancholy, enriching the experience. I'm grateful for the chance to meet them again through this game and am eagerly anticipating our next reunion in a few years.",tentin,2024-04-15,playing game felt like reuniting longlist friend never left trimming charm fun remembered yet also brought new depth story shared tale quick error moment melancholy enriching experience im grateful chance meet game eagerly anticipating next reunion year,positivo
1687,1687,The combat is smooth and fluid and the minigames is so much fun they really put their time in this definitely recommend,Jeffy,2024-04-15,combat smooth fluid minigames much fun really put time definitely recommend,positivo
1688,1688,"Amazing game, I really like what they did with the story - a great re-graying of an iconic game.",Yine,2024-04-15,amazing game really like story great regarding iconic game,positivo
1689,1689,"I don’t recall the last time in any media (maybe the Lord of the Rings trilogy?) where a remake has so successfully cared for and enhanced the source material. FF7 was such a moment back in the 90s. It captured a complete vibe, and set the bar for generations of JRPGs. And yet somehow Remake/Rebirth have recaptured the artistic excellence and expanded it into every corner of the game. I feel I know each of these imminently familiar characters even more so. My one caveat in all this is that I highly suggest playing with the Japanese audio. Stay away from the egregious English dub. I do not know what the problem was here but it’s somehow gotten even worse than from Remake. If you cannot read, it is worth it to learn simply to avoid having to play the game with English speaking voices. Avoid at all costs!",OT_Ransom,2024-04-15,’ recall last time medium maybe lord ring trilogy remake successfully cared enhanced source material ff moment back captured complete vibe set bar generation drugs yet somehow remakerebirth recaptured artistic excellence expanded every corner game feel know imminent familiar character even one caveat highly suggest playing japanese audio stay away egregious english dub know problem ’ somehow gotten even worse remake read worth learn simply avoid play game english speaking voice avoid cost,positivo
1690,1690,"Jogo cansativo, cheio de enrolação, um monte de minigame chato.
Não vale o preço, enjoativo... péssimo",Evandro_mn,2024-04-14,tiring game full winding bunch boring mitigate worth price nauseating bad,negativo
1691,1691,This game surpassed even my wildest expectations. The world felt huge without the common open world problem of feeling empty. I loved just exploring or taking time to listen to the incredible music. But the highlight was definitely the story. This is my favorite game that I've ever played.,DaFinalKyle,2024-04-14,game surpassed even widest expectation world felt huge without common open world problem feeling empty loved exploring taking time listen incredible music highlight definitely story favorite game ive ever played,positivo
1692,1692,"Solid 10/10，it’s not just the GOTY, but also one of the greatest games ever made! Flawless performance by Square Enix, Bravo!",johnnywuezpk,2024-04-14,solid ，it ’ got also one greatest game ever made flawless performance square enix bravo,positivo
1693,1693,"Writing this review is bittersweet for me, as I'm a die-hard fan of the Final Fantasy series. Final Fantasy VII on the original PlayStation was a pivotal game that shaped my gaming journey, introducing me to a genre I've never looked back from. Witnessing its Remake (and now its Rebirth as part 2 of 3) triggered a profound reaction in me, making it the remake I've longed for the most.That said, Final Fantasy VII: Rebirth has left me conflicted. While it boasts moments of soaring highs, it also descends into valleys of significant lows. I'll refrain from delving into the story, as its impact is highly subjective and I believe the game is worth experiencing for oneself. Is it perfect? No, but it continues to explore unique themes and twist tropes in refreshing ways that I hope will be further explored.Approaching this review after completing a blind run through the main game, my perspective might evolve if, and it's a big if, I manage to achieve 100% completion. However, at this point, I don't foresee the desire to grind out the **** combat feels refined from the remake, yet it still suffers from frustrating moments. The blend of action RPG with a turn-based system is starting to show its age, and while the stagger system may be the best version of it, it's evident that it's been utilized across multiple games. However, I appreciate the introduction of new character combos (synergy) that add flair and satisfaction, especially when finishing off enemies.Truthfully I might just not be good at this version of action RPG. Some battles proved exceedingly frustrating, surpassing the challenges of even the most daunting encounters in Souls-like games. There seems to be a lack of action cancelling or sufficient invincibility frames, though I can't pinpoint the exact issue. It's possible my age is catching up with me!The last open-world Final Fantasy, XV, received mixed reviews for its lackluster implementation. However, Final Fantasy VII: Rebirth manages to both shine and falter in its open-world design. The side quests are exceptional, building upon the success of meaningful story additions seen in previous titles. With over twenty side quests, each offering unique player interactions, the game avoids common MMO-trope requirements, providing a refreshing experience.Each area feels meticulously crafted, offering familiar yet fresh vistas. However, some areas are cumbersome to navigate due to the absence of a jump button or limited climbing options. Despite this, the variety of activities in each area, from relic hunting to unique monster slaying, ensures engagement without overwhelming the player.Character growth undergoes slight changes with the addition of ""folios"" for each character, although this doesn't significantly deviate from previous systems. Weapon leveling follows a flat scale, which, while forgettable for the most part, adds some depth to customization. Materia makes a return with minor tweaks, with the enemy skill materia standing out as particularly noteworthy as well as some new support materia combos that do aid the party in their battles.Overall, Final Fantasy VII: Rebirth is a solid game, though it falls short of securing a place among my most cherished gaming experiences in the series. However, it's possible that a more complete picture will emerge with the release of the entire arc of the remake. With the anticipated release of the third installment in 2027, despite my reservations with Rebirth, I eagerly await Resurrection... or Revival... or Regeneration. Yeah, my money's on Regeneration.",zelaxi,2024-04-14,writing review bittersweet im richard fan final fantasy series final fantasy vii original playstation pivotal game shaped gaming journey introducing genre ive never looked back witnessing remake rebirth part triggered profound reaction making remake ive longer mostthat said final fantasy vii rebirth left conflicted boast moment soaring high also descends valley significant low ill refrain leaving story impact highly subjective believe game worth experiencing oneself perfect continues explore unique theme twist trope refreshing way hope exploredapproaching review completing blind run main game perspective might evolve big manage achieve completion however point dont foresee desire grind combat feel refined remake yet still suffers frustrating moment blend action rpg turnbased system starting show age stage system may best version evident utilized across multiple game however appreciate introduction new character combo synergy add flair satisfaction especially finishing enemiestruthfully might good version action rpg battle proved exceedingly frustrating surpassing challenge even daunting encounter soulslike game seems lack action cancelling sufficient invisibility frame though cant pinpoint exact issue possible age catching metre last openworld final fantasy xv received mixed review lackluster implementation however final fantasy vii rebirth manages shine filter openworld design side quest exceptional building upon success meaningful story addition seen previous title twenty side quest offering unique player interaction game avoids common mmotrope requirement providing refreshing experienceeach area feel meticulously crafted offering familiar yet fresh vista however area cumbersome navigate due absence jump button limited climbing option despite variety activity area relic hunting unique monster slaying ensures engagement without overwhelming playercharacter growth undergoes slight change addition folio character although doesnt significantly deviate previous system weapon leveling follows flat scale unforgettable part add depth customization materia make return minor tweak enemy skill materia standing particularly noteworthy well new support materia combo aid party battlesoverall final fantasy vii rebirth solid game though fall short securing place among cherished gaming experience series however possible complete picture emerge release entire arc remake anticipated release third installment despite reservation rebirth eagerly await resurrection revival regeneration yeah money regeneration,positivo
1694,1694,[SPOILER ALERT: This review contains spoilers.],costaf,2024-04-14,spoiler alert review contains spoiler,positivo
1695,1695,"Fantastic gameplay! Just wish less minigames, but understand that different mini games drive other people into the game",Reaven_,2024-04-14,fantastic gameplay wish le minigames understand different mini game drive people game,positivo
1696,1696,"What a special game. Personally I never played the original FF7 which I don't mind. The Remake and Rebirth specifically is amazing. I find no dull characters in the game, I love all. This game offered me easy +100 quality hours of enjoyment in every aspect of good video game.

To know the story isn't over yet and that there's one more Part to the adventure excites me beyond belief!",Chromaticaa,2024-04-14,special game personally never played original ff dont mind remake rebirth specifically amazing find dull character game love game offered easy quality hour enjoyment every aspect good video game know story isnt yet there one part adventure excited beyond belief,positivo
1697,1697,[SPOILER ALERT: This review contains spoilers.],mmooiisseess,2024-04-14,spoiler alert review contains spoiler,positivo
1698,1698,"All in all it's an excellent game. It recaptures a lot of the magic from the original with excellent casting and a clear love for the source material. The combat is truly excellent and I had a fantastic time with it. I don't think it works overly well as a remake if i'm honest. It feels more like a theme park for people who grew up playing and loving the game. The story is now so padded out that I wonder if it's actually that interesting or even all that comprehensible anymore.

It has some other flaws for too. It has some of the worst open world bloat I've seen in some time. Towers to be activated, quick time event minigames scattered around which add little and after a few chapters quite a lot of the side content was starting to feel repetitive. Also while they nailed almost every character... Cid is pretty different. I hope his character arc gets covered in the last game. Some side stuff like queens blood is excellent though. I really hope the developers stream line things for the final entry.

All in all though it's a fantastic game, so far the 7 remake trilogy is the most interesting entry in Final Fantasy in many years.",Reed,2024-04-14,excellent game recapture lot magic original excellent casting clear love source material combat truly excellent fantastic time dont think work overly well remake im honest feel like theme park people grew playing loving game story padded wonder actually interesting even comprehensible anymore flaw worst open world float ive seen time tower activated quick time event minigames scattered around add little chapter quite lot side content starting feel repetitive also nailed almost every character cid pretty different hope character arc get covered last game side stuff like queen blood excellent though really hope developer stream line thing final entry though fantastic game far remake trilogy interesting entry final fantasy many year,positivo
1699,1699,"OMG Just finished the game and after over 150+ I find myself asking for more. Can't wait till the 3rd installment. The graphics and gameplay are outstanding. I noticed a few comments complaining about filler and minigames but what they're referring to is the expanded and incredibly large environments that wow'd and amazed me and the minigames? I found myself frustrated with a couple but the overwhelming majority of minigames are optional. There were perhaps 2 minigames that are required to progress the story but I find it hard to believe that anyone could fail these seeing as how a toddler could beat them. I found all of them to be fun especially the newly included card game! usually, i find myself disinterested in in-game card games but this was too fun playing. This game ended up having so many wonderful characteristics of other games and its own unique and action packed jaw dropping battle and boss sequences I find it hard to believe anyone wouldn't enjoy this game but to each their own I suppose. Its more than nostalgia and more than a deep loyalty to this game franchise. Its just a very good and well put together game that I believe most people [who aren't ridiculous] will absolutely love this game as much as I have.",nuayoku,2024-04-14,omg finished game find asking cant wait till rd installment graphic gameplay outstanding noticed comment complaining filler minigames theyre referring expanded incredibly large environment word amazed minigames found frustrated couple overwhelming majority minigames optional perhaps minigames required progress story find hard believe anyone could fail seeing toddler could beat found fun especially newly included card game usually find disinterested name card game fun playing game ended many wonderful characteristic game unique action packed jaw dropping battle bos sequence find hard believe anyone wouldnt enjoy game suppose nostalgia deep loyalty game franchise good well put together game believe people arent ridiculous absolutely love game much,positivo
1700,1700,"I have mixed feeling for this game. As a gamer we should have the option if we want to play mini games or not but being forced to play them just to continue the story it’s makes me hate this game. I was excited about Rebirth but being forced to play so many mini games just so you can continue with the story is unnecessary, I predict this won’t win game of the year. Try and focus on the story and not forcing gamers to play mini games so they can continue the story. I deleted this game and I don’t care to come back and finish it, it’s one of those games I don’t care to finish at all.",DarkRahnne,2024-04-13,mixed feeling game gamer option want play mini game forced play continue story ’ make hate game excited rebirth forced play many mini game continue story unnecessary predict ’ win game year try focus story forcing gamers play mini game continue story deleted game ’ care come back finish ’ one game ’ care finish,positivo
1701,1701,"Truly a masterpiece. This game has everything, a gripping storyline, a well written script, excellent voice acting, great map design, exciting battle system, stimulating boss mechanics, superb graphics, gameplay variety, challenge. It's just amazing really. I personally love what Square Enix have done in remaking FFVII, and I welcome the story changes.",Duncs,2024-04-13,truly masterpiece game everything gripping storyline well written script excellent voice acting great map design exciting battle system stimulating bos mechanic superb graphic gameplay variety challenge amazing really personally love square enix done remarking vii welcome story change,positivo
1702,1702,今までプレーしたゲームで1番フィールドと街の作り込みが凄いと思いました。キャラクターの深掘りも素晴らしく、大好きなキャラクター達とこの広大で美しいフィールドを探索するだけでも楽しいです。音楽、グラフィック、バトルシステム、ストーリー、探索要素、ボリューム全てにおいてAAAタイトルの名に恥じない素晴らしい作品です。,kennnn,2024-04-13,thought first field city amazing game played farther deep digging character wonderful fun explore vast beautiful field favorite characters wonderful work ashamed name aaa title music graphic battle system story search element volume,positivo
1703,1703,One of the all-time great games! Played for a total of 98 hours and not a single moment was dull. High-quality throughout the entire experience.,slala,2024-04-13,one alltime great game played total hour single moment dull highquality throughout entire experience,positivo
1704,1704,"I love this game because of the story an the graphics. I HATE these world quests. i often felt very frustrated. The thing is, in many ways, you cant skip many of it, because you would not get some items or storyparts that are important. That is not my kind of good open world questing. I would have felt it more, if it would be more linear like the first part. But, i know that this is complaining on a very high level. Play it now, thank me later.",Okeshima,2024-04-13,love game story graphic hate world quest often felt frustrated thing many way cant skip many would get item storyparts important kind good open world question would felt would linear like first part know complaining high level play thank later,positivo
1705,1705,Rebirth took my breath away. So much love and care has been poured into every aspect of the game that it’s hard to believe it even exists. Highly recommended for anyone looking for a great RPG.,SK,2024-04-13,rebirth took breath away much love care poured every aspect game ’ hard believe even exists highly recommended anyone looking great rpg,positivo
1706,1706,"Das Spiel ist super gut geworden.
Die Charakter werden toll dargestellt und die original Story gut umgesetzt. 
Was die Story Änderungen angeht, muss ich warten, was sie im dritten Teil drauß machen.",WusieZockt,2024-04-13,game become super good character presented great original story implemented well story change wait third part,positivo
1707,1707,Want to like this game but the absolutely lazy one shot mechanics on bosses even in easy mode and rage inducing mini games ruin it for me.,Nemes,2024-04-13,want like game absolutely lazy one shot mechanic boss even easy mode rage inducing mini game ruin,negativo
1708,1708,The towns and environments you visit in this game are like nothing I’ve ever seen before. Everything feels so rich and alive. The combat is incredible and the characters are so charming. Amazing game.,RuneBladeVII,2024-04-13,town environment visit game like nothing ’ ever seen everything feel rich alive combat incredible character charming amazing game,positivo
1709,1709,"Hanging out between a 9/10 and 10/10. A drastic improvement from REMAKE. This feels closer to the OG than any of the compilation so far. While bits of cringe abound, it is all in all very fun, varied, and fleshed out. I put the controller down happy.
Combat 10/10
Music 10/10
Voice Acting 9.5/10 
Sidequests 8.5/10
Graphics 9/10
World Design 9/10
Minigames 8.5/10
Cutscenes 9.5/10
Accessibility 8/10
Replayability 9.5/10",guysoneyes,2024-04-13,hanging drastic improvement remake feel closer og compilation far bit fringe abound fun varied fleshed put controller happy combat music voice acting sidequests graphic world design minigames cutscenes accessibility replaceability,positivo
1710,1710,This is without a doubt the best video game I’ve ever played. You can tell it was made with love. It seems square enix are finally getting their mojo back. Phenomenal game,zezu,2024-04-13,without doubt best video game ’ ever played tell made love seems square enix finally getting mojo back phenomenal game,positivo
1711,1711,"This has been the best FF game since FF9, amazing story, characters, gameplay, minigames, exploration and combat, 10/10.",claud,2024-04-12,best ff game since ff amazing story character gameplay minigames exploration combat,positivo
1712,1712,"The thirst I had for a proper FF title that delivers on all its classic points was finally quenched with Rebirth. The side quests where believable and you wanted to complete them, exploration and discovery finally felt worthwhile and the world map felt rich and diverse and exploring it using all these different means gave it that classic feel from FF 1-9 that we were all missing for such a long time. There were many memorable moments with the main cast that made you connect with them much deeper than previously possible. I'm looking forward to part 3 to be a fully seamless world that opens up to the skies and the deep ocean and lets us connect with Vincent and Cid and solve all the big mysteries that the Remake trilogy has introduced.",ChrisSqFn,2024-04-12,thirst proper ff title delivers classic point finally muenchen rebirth side quest believable wanted complete exploration discovery finally felt worthwhile world map felt rich diverse exploring using different mean gave classic feel ff missing long time many memorable moment main cast made connect much deeper previously possible im looking forward part fully seamless world open sky deep ocean let u connect vincent cid solve big mystery remake trilogy introduced,positivo
1713,1713,My mouth hurts from smiling so much throughout this game. 10/10. Can’t wait for the sequel!,kayleighwright,2024-04-12,mouth hurt smiling much throughout game ’ wait sequel,negativo
1714,1714,[SPOILER ALERT: This review contains spoilers.],DominiQ,2024-04-12,spoiler alert review contains spoiler,positivo
1715,1715,"Seeing these characters again has made my childhood dreams come true. The world is full of fun things to do, and the music is incredible. Square nailed it with this one!",NanakiXIII,2024-04-12,seeing character made childhood dream come true world full fun thing music incredible square nailed one,positivo
1716,1716,"Hands down one of the best games I have ever played.  Funny, wholesome, emotional, and most of all, fun. A magical experience.",Lunar_Tear,2024-04-12,hand one best game ever played funny wholesome emotional fun magical experience,positivo
